ID	C1-1_FDME210249711-1r	C2-1_FDME210249713-1r	C3-1_FDME210249715-1r	C4-1_FDME210249717-1r	C5-1_FDME210249719-1r	C6-1_FDME210249721-1r	H1-1_FDME210249735-1r	H2-1_FDME210249737-1r	H3-1_FDME210249739-1r	H4-1_FDME210249741-1r	T1-1_FDME210249723-1r	T2-1_FDME210249725-1r	T3-1_FDME210249727-1r	T4-1_FDME210249729-1r	T5-1_FDME210249731-1r	T6-1_FDME210249733-1r
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus	2	4	0.0	4	3	0.0	22	0.0	0.0	0.0	1	1	0.0	1	3	1
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Thermobacillus	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Rummeliibacillus	2	1	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Ureibacillus	2	3	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__Sporolactobacillus	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Abyssicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus	3	8	15	0.0	0.0	0.0	0.0	0.0	3	0.0	2	0.0	0.0	2	0.0	1
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus	0.0	0.0	0.0	0.0	0.0	0.0	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	18	15	10	53	65	43	20	15	114	66	9	13	27	29	12	16
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Desmospora	0.0	0.0	0.0	1	3	1	0.0	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Kroppenstedtia	1	1	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Planifilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces	1	1	0.0	2	1	0.0	0.0	0.0	1	0.0	2	0.0	0.0	1	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	109	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Fundicoccus	0.0	0.0	1	0.0	0.0	0.0	1	0.0	0.0	0.0	6	2	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Globicatella	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Atopostipes	6	18	0.0	145	114	41	0.0	0.0	0.0	0.0	1	3	17	60	14	27
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium	0.0	1	0.0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.0	0.0	0.0	0.0	1	2	283	6	13	6	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca	4	14	1	89	67	18	0.0	0.0	0.0	0.0	3	2	9	29	6	28
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	560	54	23	165	325	1868	61	27	1981	8212	50	40	300	229	69	20
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Amylolactobacillus	2	4	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Fructilactobacillus	0.0	0.0	0.0	2	3	4	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	2	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Furfurilactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus	0.0	0.0	10	0.0	0.0	0.0	2	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus	63	21	14	32	56	30	2	0.0	0.0	78	9	25	43	55	11	10
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	255684	143052	7701	146128	869156	471904	47	1	2	2	45461	59602	322971	160300	83240	75385
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus	10	19	0.0	6	138	60	0.0	0.0	0.0	0.0	2	0.0	63	5	10	5
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	78	2	5	29	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus	0.0	2	0.0	2	3	2	0.0	2	0.0	4	0.0	0.0	14	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus	401	59	7	50	115	166	3	3	9	96	79	922	586	87	28	16
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus	33016	23021	4459	24625	30481	25300	2	0.0	1	4	6032	15766	28298	29179	6590	7638
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Loigolactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus	0.0	0.0	7	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Secundilactobacillus	0.0	0.0	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella	0.0	2	1	1	23	6	1	99	1238	112	1	4	3	10	1	0.0
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	276	165	10	250	250	205	41	1857	7	175	19	25	198	275	62	135
d__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	47436	70473	10073	382758	364206	117947	13138	630	4562	1628	3095	15340	134460	154844	29551	88081
d__Bacteria|p__Bacillota|c__Clostridia|o__Candidatus Borkfalkiales|f__Candidatus Borkfalkiaceae|g__Candidatus Borkfalkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44	109	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Bianqueaceae|g__Bianquea	14	15	6	9	23	4	0.0	0.0	1348	19	7	5	9	1	6	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Cellulosilyticaceae|g__Cellulosilyticum	87	23	6	8	12	11	0.0	0.0	0.0	0.0	29	0.0	9	76	105	17
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	17	9	4	16	84	7	2	627	1	102	90	2	2	39	71	26
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Gehongia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	23	7	0.0	0.0	10	8	15
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Guopingia	4	2	9	1	43	1	0.0	0.0	32	26	0.0	0.0	0.0	2	12	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Luoshenia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus	1414	791	175	1198	12217	331	813	582	6428	701	245	245	211	694	621	476
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	9686	12118	2387	6522	14195	13282	364451	19012	90921	80255	4496	3383	6876	15363	11338	5101
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Falcatimonas	11	0.0	0.0	6	9	7	2	3	0.0	17	15	185	95	49	12	11
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella	6	1	0.0	8	13	2	1622	3190	930	93	0.0	1	5	6	5	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Inconstantimicrobium	0.0	11	1	2	3	13	0.0	0.0	0.0	0.0	22	0.0	3	8	13	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor	24	33	314	54	78	15	14	407	550	61	27	22	38	17	34	118
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium	1	0.0	0.0	0.0	0.0	1	0.0	4	1	15	0.0	8	15	4	5	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Mordavella	0.0	1	0.0	1	0.0	1	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Paraclostridium	8	6	56	1	0.0	0.0	36	0.0	0.0	1	8	0.0	2	25	20	15
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Proteiniclasticum	0.0	0.0	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Sarcina	13	0.0	14	2	15	18	0.0	0.0	0.0	3	0.0	12	2	4	373	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Desulfotomaculaceae|g__Desulfotomaculum	0.0	0.0	0.0	0.0	0.0	0.0	17	0.0	1	69	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis	95	76	204	136	220	132	3	26	15	35	9	20	84	51	76	13
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium	1429	901	3093	2622	1867	1744	20109	312804	37562	15837	1546	671	1615	4046	6118	1813
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Intestinibacillus	1	0.0	0.0	0.0	0.0	2	6	195	18	55	0.0	0.0	0.0	0.0	0.0	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Alterileibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Aminipila	0.0	0.0	2	1	14	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	2	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Anaerovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Bacilliculturomica	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Baileyella	2	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Casaltella	0.0	1	1	3	13	1	0.0	0.0	0.0	1274	10	0.0	1	1	1	6
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Emergencia	1	9	3	4	5	1	0.0	0.0	3624	1	0.0	0.0	1	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Hominibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Hornefia	8	0.0	0.0	19	17	7	29	0.0	0.0	0.0	3	0.0	3	1	5	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Lentihominibacter	3	0.0	2	1	5	0.0	55	35	1209	170	3	0.0	0.0	1	3	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Mogibacterium	43	10	5	48	38	39	920	9	7	60	48	10	20	123	18	31
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Senimuribacter	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Zhenpiania	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	1810	387	2	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Feifaniaceae|g__Feifania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor	0.0	4	0.0	1	4	0.0	2	33	3	33	4	1	6	7	11	60
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetitomaculum	0.0	0.0	0.0	1	15	6	0.0	0.0	0.0	0.0	1	0.0	2	45	71	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Agathobacter	30	11	1	25	95	41	5	0.0	0.0	2	20	19	6	22	674	59
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Alitiscatomonas	0.0	0.0	0.0	0.0	0.0	0.0	339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum	357	104	12	240	128	285	270	1225	5449	4583	99	108	316	167	166	71
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna	12	34	5	20	40	28	0.0	0.0	0.0	0.0	9	1	3	12	15	20
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaeromicropila	1	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	4	1	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosporobacter	0.0	0.0	6	1	5	8	0.0	0.0	0.0	0.0	8	1	3	11	5	6
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes	15718	1584	115	1928	189	5524	161	217	2997	701	6762	5489	3788	7388	5128	2288
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum	31	19	3	34	16	2	34	10	8	12	11	5	14	6	15	86
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus	0.0	0.0	2	0.0	1	0.0	3	1	22	1	2	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor	2	0.0	0.0	5	20	4	0.0	0.0	0.0	0.0	2	0.0	4	0.0	1	12
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	3021	495	108	471	938	1108	9269	1736	63562	14801	595	1481	554	611	576	155
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Brotolimicola	12	5	0.0	1	19	5	2	350	10	15	8	21	22	10	31	8
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyribacter	36	2	14	0.0	1	2	0.0	0.0	865	1	1	0.0	0.0	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio	53	67	21	170	299	190	6	27	2	12	99	34	74	198	260	94
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Candidatus Galacturonibacter	1	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus	8	2	0.0	4	8	4	0.0	0.0	1	59	6	6	7	2	11	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catonella	3	0.0	0.0	1	1	6	5	0.0	0.0	0.0	0.0	0.0	6	2	15	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus	621	315	71	688	543	818	287	131	1747	30474	316	380	523	450	362	264
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter	2	0.0	4	1	3	0.0	0.0	0.0	1838	34	1	1	0.0	1	1	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster	0.0	0.0	0.0	2	2	6	0.0	44	22	51	5	0.0	0.0	0.0	2	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea	244	94	82	121	235	398	33662	3616	29609	13975	223	73	194	281	156	75
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella	7	14	372	114	319	118	44	99	256	2	129	3	39	1111	338	61
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	326	271	281	246	312	180	13007	1075	1338	115	244	100	252	310	284	224
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Extibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena	7706	3159	98	5879	12169	1611	3	6	1358	271	1510	3278	4882	1870	2569	3716
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas	0.0	2	0.0	3	1	2	111	5	2	3	1	1	2	7	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus	16	12	1	27	21	29	0.0	0.0	2	0.0	43	9	61	44	32	27
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter	147	26	18	25	42	64	86	261	1669	1949	25	19	19	19	17	36
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Herbinix	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hespellia	5	13	2	3	11	10	0.0	0.0	1	1	2	1	1	1	2	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus	3	1	0.0	12	13	6	0.0	0.0	34	94	1	0.0	3	1	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa	0.0	3	3	6	1	6	3	2	33	12	11	4	4	9	2	15
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Johnsonella	0.0	0.0	0.0	0.0	1	0.0	2	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jutongia	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	1	2	0.0	4	7	4	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix	0.0	0.0	0.0	0.0	1	62	0.0	0.0	0.0	0.0	3	0.0	15	0.0	4	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoanaerobaculum	1	0.0	0.0	0.0	0.0	0.0	83	0.0	2	3	0.0	0.0	0.0	1	0.0	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnobacterium	8	3	0.0	8	6	33	0.0	0.0	0.0	0.0	2	23	16	2	8	5
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium	162	108	233	92	201	225	255	405	488	40	96	141	241	208	489	109
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira	58	24	9	26	313	84	2735	3889	929	802	17	22	110	109	227	30
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnotalea	17	4	60	0.0	1	0.0	0.0	0.0	491	78	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora	16	9	38	18	35	11	78	3	97	33	29	14	14	29	19	68
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Laedolimicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0
